timestamp,volume,close_
2020-12-16 05:00:00+00:00,98228690,127.81
2020-12-17 05:00:00+00:00,94364178,128.7
2020-12-18 05:00:00+00:00,192555445,126.655
2020-12-21 05:00:00+00:00,121252229,128.23
2020-12-22 05:00:00+00:00,169787086,131.88
2020-12-23 05:00:00+00:00,88239337,130.96
2020-12-24 05:00:00+00:00,54930664,131.97
2020-12-28 05:00:00+00:00,124490748,136.69
2020-12-29 05:00:00+00:00,121048953,134.87
2020-12-30 05:00:00+00:00,95552641,133.72
2020-12-31 05:00:00+00:00,99117070,132.69
2021-01-04 05:00:00+00:00,143302687,129.41
2021-01-05 05:00:00+00:00,97667342,131.01
2021-01-06 05:00:00+00:00,155104120,126.66
2021-01-07 05:00:00+00:00,109581117,130.92
2021-01-08 05:00:00+00:00,105158675,132.05
2021-01-11 05:00:00+00:00,100647832,128.98
2021-01-12 05:00:00+00:00,91984091,128.8
2021-01-13 05:00:00+00:00,88643360,130.89
2021-01-14 05:00:00+00:00,90126320,128.91
2021-01-15 05:00:00+00:00,113874043,127.14
2021-01-19 05:00:00+00:00,90758437,127.83
2021-01-20 05:00:00+00:00,104326068,132.03
2021-01-21 05:00:00+00:00,120531655,136.87
2021-01-22 05:00:00+00:00,114460229,139.07
2021-01-25 05:00:00+00:00,157699956,142.92
2021-01-26 05:00:00+00:00,98390990,143.16
2021-01-27 05:00:00+00:00,142540886,142.06
2021-01-28 05:00:00+00:00,142868160,137.09
2021-01-29 05:00:00+00:00,177691993,131.96
2021-02-01 05:00:00+00:00,106247923,134.1
2021-02-02 05:00:00+00:00,83467122,134.99
2021-02-03 05:00:00+00:00,89881134,133.94
2021-02-04 05:00:00+00:00,84186659,137.39
2021-02-05 05:00:00+00:00,76395134,136.76
2021-02-08 05:00:00+00:00,71306129,136.91
2021-02-09 05:00:00+00:00,76793392,136.01
2021-02-10 05:00:00+00:00,73046563,135.39
2021-02-11 05:00:00+00:00,64430059,135.13
2021-02-12 05:00:00+00:00,60145413,135.37
2021-02-16 05:00:00+00:00,80577056,133.19
2021-02-17 05:00:00+00:00,98145249,130.84
2021-02-18 05:00:00+00:00,96857495,129.71
2021-02-19 05:00:00+00:00,87669018,129.87
2021-02-22 05:00:00+00:00,103918285,126.0
2021-02-23 05:00:00+00:00,158277674,125.86
2021-02-24 05:00:00+00:00,111368100,125.35
2021-02-25 05:00:00+00:00,148200593,121.0
2021-02-26 05:00:00+00:00,164562448,121.26
2021-03-01 05:00:00+00:00,116308231,127.79
2021-03-02 05:00:00+00:00,102263193,125.12
2021-03-03 05:00:00+00:00,112966908,122.06
2021-03-04 05:00:00+00:00,178169260,120.13
2021-03-05 05:00:00+00:00,153767450,121.42
2021-03-08 05:00:00+00:00,154514974,116.36
2021-03-09 05:00:00+00:00,129526285,121.085
2021-03-10 05:00:00+00:00,111944577,119.98
2021-03-11 05:00:00+00:00,103034287,121.96
2021-03-12 05:00:00+00:00,88120283,121.05
2021-03-15 04:00:00+00:00,92611277,123.99
2021-03-16 04:00:00+00:00,115239831,125.57
2021-03-17 04:00:00+00:00,111933580,124.76
2021-03-18 04:00:00+00:00,121471176,120.53
2021-03-19 04:00:00+00:00,186076668,119.99
2021-03-22 04:00:00+00:00,111912360,123.39
2021-03-23 04:00:00+00:00,95677443,122.54
2021-03-24 04:00:00+00:00,88529286,120.09
2021-03-25 04:00:00+00:00,98844860,120.59
2021-03-26 04:00:00+00:00,94071509,121.21
2021-03-29 04:00:00+00:00,80820405,121.39
2021-03-30 04:00:00+00:00,85737624,119.9
2021-03-31 04:00:00+00:00,118343313,122.15
2021-04-01 04:00:00+00:00,75006401,123.0
2021-04-05 04:00:00+00:00,88536780,125.9
2021-04-06 04:00:00+00:00,80261173,126.21
2021-04-07 04:00:00+00:00,83270683,127.9
2021-04-08 04:00:00+00:00,88643378,130.36
2021-04-09 04:00:00+00:00,106389879,132.995
2021-04-12 04:00:00+00:00,83139747,131.37
2021-04-13 04:00:00+00:00,84667034,134.4026
2021-04-14 04:00:00+00:00,86594757,132.03
2021-04-15 04:00:00+00:00,79718949,134.5
2021-04-16 04:00:00+00:00,69796885,134.065
2021-04-19 04:00:00+00:00,89012155,134.88
2021-04-20 04:00:00+00:00,89820307,133.12
2021-04-21 04:00:00+00:00,63562891,133.49
2021-04-22 04:00:00+00:00,84415996,131.94
2021-04-23 04:00:00+00:00,79264108,134.32
2021-04-26 04:00:00+00:00,66771774,134.72
2021-04-27 04:00:00+00:00,65723639,134.39
2021-04-28 04:00:00+00:00,106643654,133.58
2021-04-29 04:00:00+00:00,149222587,133.48
2021-04-30 04:00:00+00:00,109506363,131.46
2021-05-03 04:00:00+00:00,74961890,132.54
2021-05-04 04:00:00+00:00,136403432,127.85
2021-05-05 04:00:00+00:00,83739467,128.1
2021-05-06 04:00:00+00:00,72188394,129.72
2021-05-07 04:00:00+00:00,79265040,130.21
2021-05-10 04:00:00+00:00,79569305,126.85
2021-05-11 04:00:00+00:00,125611478,125.91
2021-05-12 04:00:00+00:00,101216779,122.82
2021-05-13 04:00:00+00:00,99117673,124.94
2021-05-14 04:00:00+00:00,81525305,127.45
2021-05-17 04:00:00+00:00,74244535,126.27
2021-05-18 04:00:00+00:00,63342080,124.85
2021-05-19 04:00:00+00:00,92612612,124.69
2021-05-20 04:00:00+00:00,76856062,127.31
2021-05-21 04:00:00+00:00,79295349,125.43
2021-05-24 04:00:00+00:00,63086979,127.1
2021-05-25 04:00:00+00:00,72015212,126.9
2021-05-26 04:00:00+00:00,56567152,126.85
2021-05-27 04:00:00+00:00,94623972,125.28
2021-05-28 04:00:00+00:00,71308609,124.61
2021-06-01 04:00:00+00:00,68136772,124.28
2021-06-02 04:00:00+00:00,59278133,125.06
2021-06-03 04:00:00+00:00,76227069,123.54
2021-06-04 04:00:00+00:00,75167991,125.89
2021-06-07 04:00:00+00:00,71057300,125.9
2021-06-08 04:00:00+00:00,74402276,126.74
2021-06-09 04:00:00+00:00,56886063,127.13
2021-06-10 04:00:00+00:00,71040501,126.11
2021-06-11 04:00:00+00:00,53307211,127.35
2021-06-14 04:00:00+00:00,96802684,130.48
2021-06-15 04:00:00+00:00,62698162,129.64
2021-06-16 04:00:00+00:00,91600145,130.15
2021-06-17 04:00:00+00:00,96265004,131.79
2021-06-18 04:00:00+00:00,108503640,130.46
2021-06-21 04:00:00+00:00,79390590,132.3
2021-06-22 04:00:00+00:00,74593393,133.98
2021-06-23 04:00:00+00:00,60049743,133.7
2021-06-24 04:00:00+00:00,68673624,133.41
2021-06-25 04:00:00+00:00,70599990,133.11
2021-06-28 04:00:00+00:00,62023484,134.78
2021-06-29 04:00:00+00:00,64550905,136.33
2021-06-30 04:00:00+00:00,63343601,136.96
2021-07-01 04:00:00+00:00,52355408,137.27
2021-07-02 04:00:00+00:00,78817014,139.96
2021-07-06 04:00:00+00:00,108075306,142.02
2021-07-07 04:00:00+00:00,104824172,144.57
2021-07-08 04:00:00+00:00,105564924,143.24
2021-07-09 04:00:00+00:00,99690025,145.11
2021-07-12 04:00:00+00:00,76256145,144.5
2021-07-13 04:00:00+00:00,102196514,145.64
2021-07-14 04:00:00+00:00,126807879,149.15
2021-07-15 04:00:00+00:00,106632325,148.48
2021-07-16 04:00:00+00:00,94785141,146.39
2021-07-19 04:00:00+00:00,120875926,142.45
2021-07-20 04:00:00+00:00,96701324,146.15
2021-07-21 04:00:00+00:00,75235818,145.4
2021-07-22 04:00:00+00:00,77280533,146.8
2021-07-23 04:00:00+00:00,71340694,148.56
2021-07-26 04:00:00+00:00,72378287,148.99
2021-07-27 04:00:00+00:00,104787369,146.77
2021-07-28 04:00:00+00:00,118727362,144.98
2021-07-29 04:00:00+00:00,56573653,145.64
2021-07-30 04:00:00+00:00,70293624,145.86
2021-08-02 04:00:00+00:00,62745328,145.52
2021-08-03 04:00:00+00:00,64536401,147.36
2021-08-04 04:00:00+00:00,56305292,146.95
2021-08-05 04:00:00+00:00,46365090,147.06
2021-08-06 04:00:00+00:00,54097528,146.14
2021-08-09 04:00:00+00:00,48857702,146.09
2021-08-10 04:00:00+00:00,68980001,145.6
2021-08-11 04:00:00+00:00,48481757,145.86
2021-08-12 04:00:00+00:00,73757305,148.89
2021-08-13 04:00:00+00:00,59352311,149.1
2021-08-16 04:00:00+00:00,103451633,151.12
2021-08-17 04:00:00+00:00,92080658,150.19
2021-08-18 04:00:00+00:00,86135096,146.36
2021-08-19 04:00:00+00:00,86764233,146.7
2021-08-20 04:00:00+00:00,60493423,148.19
2021-08-23 04:00:00+00:00,60040432,149.71
2021-08-24 04:00:00+00:00,48597949,149.62
2021-08-25 04:00:00+00:00,58967818,148.36
2021-08-26 04:00:00+00:00,48444550,147.54
2021-08-27 04:00:00+00:00,55642640,148.6
2021-08-30 04:00:00+00:00,91217890,153.12
2021-08-31 04:00:00+00:00,86313035,151.83
2021-09-01 04:00:00+00:00,80437349,152.51
2021-09-02 04:00:00+00:00,71205789,153.65
2021-09-03 04:00:00+00:00,57859731,154.3
2021-09-07 04:00:00+00:00,82234046,156.69
2021-09-08 04:00:00+00:00,74033839,155.11
2021-09-09 04:00:00+00:00,57281005,154.07
2021-09-10 04:00:00+00:00,140861543,148.97
2021-09-13 04:00:00+00:00,102292319,149.55
2021-09-14 04:00:00+00:00,109840013,148.12
2021-09-15 04:00:00+00:00,83247002,149.03
2021-09-16 04:00:00+00:00,67955339,148.79
2021-09-17 04:00:00+00:00,129798033,146.06
2021-09-20 04:00:00+00:00,123207193,142.94
2021-09-21 04:00:00+00:00,75784105,143.43
2021-09-22 04:00:00+00:00,76081240,145.85
2021-09-23 04:00:00+00:00,64555135,146.83
2021-09-24 04:00:00+00:00,53370477,146.92
2021-09-27 04:00:00+00:00,73964064,145.37
2021-09-28 04:00:00+00:00,108560452,141.91
2021-09-29 04:00:00+00:00,74100708,142.83
2021-09-30 04:00:00+00:00,88053071,141.5
2021-10-01 04:00:00+00:00,94529685,142.65
2021-10-04 04:00:00+00:00,97769370,139.14
2021-10-05 04:00:00+00:00,80661990,141.11
2021-10-06 04:00:00+00:00,82429216,142.0
2021-10-07 04:00:00+00:00,61607808,143.29
2021-10-08 04:00:00+00:00,58509651,142.9
2021-10-11 04:00:00+00:00,64212619,142.81
2021-10-12 04:00:00+00:00,72590324,141.51
2021-10-13 04:00:00+00:00,78993712,140.91
2021-10-14 04:00:00+00:00,69696731,143.76
2021-10-15 04:00:00+00:00,67393148,144.84
2021-10-18 04:00:00+00:00,84758665,146.55
2021-10-19 04:00:00+00:00,75839014,148.76
2021-10-20 04:00:00+00:00,57882306,149.26
2021-10-21 04:00:00+00:00,61019837,149.48
2021-10-22 04:00:00+00:00,57982316,148.69
2021-10-25 04:00:00+00:00,50395763,148.64
2021-10-26 04:00:00+00:00,60332588,149.32
2021-10-27 04:00:00+00:00,55623366,148.85
2021-10-28 04:00:00+00:00,99567181,152.57
2021-10-29 04:00:00+00:00,124268949,149.8
2021-11-01 04:00:00+00:00,74201074,148.96
2021-11-02 04:00:00+00:00,69374924,150.02
2021-11-03 04:00:00+00:00,54426976,151.49
2021-11-04 04:00:00+00:00,60426944,150.96
2021-11-05 04:00:00+00:00,66030793,151.28
2021-11-08 05:00:00+00:00,55036579,150.44
2021-11-09 05:00:00+00:00,56704383,150.81
2021-11-10 05:00:00+00:00,65100403,147.92
2021-11-11 05:00:00+00:00,41030601,147.87
2021-11-12 05:00:00+00:00,63766630,149.99
2021-11-15 05:00:00+00:00,59237526,150.0
2021-11-16 05:00:00+00:00,59100329,151.0
2021-11-17 05:00:00+00:00,88751007,153.49
2021-11-18 05:00:00+00:00,150791049,157.87
2021-11-19 05:00:00+00:00,117253580,160.55
2021-11-22 05:00:00+00:00,117445474,161.02
2021-11-23 05:00:00+00:00,95957872,161.41
2021-11-24 05:00:00+00:00,69268951,161.94
2021-11-26 05:00:00+00:00,76887188,156.81
2021-11-29 05:00:00+00:00,88702275,160.24
2021-11-30 05:00:00+00:00,173768869,165.3
2021-12-01 05:00:00+00:00,152243011,164.77
2021-12-02 05:00:00+00:00,136467187,163.76
2021-12-03 05:00:00+00:00,117902691,161.84
2021-12-06 05:00:00+00:00,107453163,165.32
2021-12-07 05:00:00+00:00,120997807,171.18
2021-12-08 05:00:00+00:00,116911182,175.08
