timestamp,volume,close_
2020-06-08 04:00:00+00:00,23913861,333.58
2020-06-09 04:00:00+00:00,36930243,343.99
2020-06-10 04:00:00+00:00,41666592,352.84
2020-06-11 04:00:00+00:00,50424541,335.981
2020-06-12 04:00:00+00:00,50037720,338.8
2020-06-15 04:00:00+00:00,35003230,342.99
2020-06-16 04:00:00+00:00,41357200,352.08
2020-06-17 04:00:00+00:00,28601908,351.59
2020-06-18 04:00:00+00:00,24205102,351.73
2020-06-19 04:00:00+00:00,66119038,349.72
2020-06-22 04:00:00+00:00,33861564,358.87
2020-06-23 04:00:00+00:00,53259406,366.53
2020-06-24 04:00:00+00:00,48162999,360.06
2020-06-25 04:00:00+00:00,34380628,364.84
2020-06-26 04:00:00+00:00,51328982,353.63
2020-06-29 04:00:00+00:00,32661952,361.78
2020-06-30 04:00:00+00:00,35055916,364.8
2020-07-01 04:00:00+00:00,27690454,364.11
2020-07-02 04:00:00+00:00,28511095,364.11
2020-07-06 04:00:00+00:00,29736108,373.85
2020-07-07 04:00:00+00:00,28106823,372.69
2020-07-08 04:00:00+00:00,29274467,381.37
2020-07-09 04:00:00+00:00,31418473,382.73
2020-07-10 04:00:00+00:00,22564430,383.68
2020-07-13 04:00:00+00:00,47913185,381.91
2020-07-14 04:00:00+00:00,42751858,388.23
2020-07-15 04:00:00+00:00,38299588,390.9
2020-07-16 04:00:00+00:00,27645834,386.09
2020-07-17 04:00:00+00:00,23046755,385.31
2020-07-20 04:00:00+00:00,22579507,393.43
2020-07-21 04:00:00+00:00,25911509,388.0
2020-07-22 04:00:00+00:00,22251758,389.09
2020-07-23 04:00:00+00:00,49253295,371.38
2020-07-24 04:00:00+00:00,46561069,370.46
2020-07-27 04:00:00+00:00,30313973,379.24
2020-07-28 04:00:00+00:00,26107303,373.01
2020-07-29 04:00:00+00:00,22582339,380.16
2020-07-30 04:00:00+00:00,39534805,384.76
2020-07-31 04:00:00+00:00,94392823,425.04
2020-08-03 04:00:00+00:00,77041719,435.75
2020-08-04 04:00:00+00:00,43405302,438.66
2020-08-05 04:00:00+00:00,30498519,440.25
2020-08-06 04:00:00+00:00,50640496,455.61
2020-08-07 04:00:00+00:00,49511645,444.45
2020-08-10 04:00:00+00:00,53100951,450.91
2020-08-11 04:00:00+00:00,46976130,437.5
2020-08-12 04:00:00+00:00,41486486,452.04
2020-08-13 04:00:00+00:00,52521771,460.04
2020-08-14 04:00:00+00:00,41393025,459.63
2020-08-17 04:00:00+00:00,29891032,458.43
2020-08-18 04:00:00+00:00,26420400,462.25
2020-08-19 04:00:00+00:00,36391173,462.83
2020-08-20 04:00:00+00:00,31740381,473.1
2020-08-21 04:00:00+00:00,84526477,497.48
2020-08-24 04:00:00+00:00,86492416,503.43
2020-08-25 04:00:00+00:00,52874755,499.3
2020-08-26 04:00:00+00:00,40753116,506.09
2020-08-27 04:00:00+00:00,38888321,500.04
2020-08-28 04:00:00+00:00,46908342,499.23
2020-08-31 04:00:00+00:00,225795875,129.04
2020-09-01 04:00:00+00:00,152880540,134.18
2020-09-02 04:00:00+00:00,200393336,131.4
2020-09-03 04:00:00+00:00,257604126,120.88
2020-09-04 04:00:00+00:00,332632509,120.96
2020-09-08 04:00:00+00:00,231598461,112.82
2020-09-09 04:00:00+00:00,176969416,117.32
2020-09-10 04:00:00+00:00,182314907,113.42
2020-09-11 04:00:00+00:00,180861505,112.0
2020-09-14 04:00:00+00:00,140153151,115.355
2020-09-15 04:00:00+00:00,184699355,115.54
2020-09-16 04:00:00+00:00,155049019,112.17
2020-09-17 04:00:00+00:00,177718533,110.34
2020-09-18 04:00:00+00:00,287167821,106.84
2020-09-21 04:00:00+00:00,195769327,110.08
2020-09-22 04:00:00+00:00,183094843,111.81
2020-09-23 04:00:00+00:00,150719279,107.12
2020-09-24 04:00:00+00:00,167744104,108.22
2020-09-25 04:00:00+00:00,149982394,112.29
2020-09-28 04:00:00+00:00,137674148,114.96
2020-09-29 04:00:00+00:00,100066778,114.09
2020-09-30 04:00:00+00:00,142675472,115.81
2020-10-01 04:00:00+00:00,116120542,116.85
2020-10-02 04:00:00+00:00,144715025,113.02
2020-10-05 04:00:00+00:00,106244204,116.5
2020-10-06 04:00:00+00:00,161504084,113.16
2020-10-07 04:00:00+00:00,96850095,115.08
2020-10-08 04:00:00+00:00,83477153,114.97
2020-10-09 04:00:00+00:00,100506954,116.97
2020-10-12 04:00:00+00:00,240229938,124.42
2020-10-13 04:00:00+00:00,262361932,121.1
2020-10-14 04:00:00+00:00,151063843,121.19
2020-10-15 04:00:00+00:00,112618950,120.71
2020-10-16 04:00:00+00:00,115394561,119.02
2020-10-19 04:00:00+00:00,120639923,115.98
2020-10-20 04:00:00+00:00,124424761,117.51
2020-10-21 04:00:00+00:00,89946704,116.87
2020-10-22 04:00:00+00:00,101989340,115.75
2020-10-23 04:00:00+00:00,82773318,115.04
2020-10-26 04:00:00+00:00,111850917,115.05
2020-10-27 04:00:00+00:00,92297793,116.6
2020-10-28 04:00:00+00:00,143938025,111.2
2020-10-29 04:00:00+00:00,146154895,115.32
2020-10-30 04:00:00+00:00,190573752,108.86
2020-11-02 05:00:00+00:00,122870868,108.77
2020-11-03 05:00:00+00:00,107629366,110.44
2020-11-04 05:00:00+00:00,138241382,114.95
2020-11-05 05:00:00+00:00,126387181,119.03
2020-11-06 05:00:00+00:00,114463445,118.69
2020-11-09 05:00:00+00:00,154515365,116.32
2020-11-10 05:00:00+00:00,135890024,116.0
2020-11-11 05:00:00+00:00,112296490,119.49
2020-11-12 05:00:00+00:00,103461310,119.21
2020-11-13 05:00:00+00:00,81688662,119.26
2020-11-16 05:00:00+00:00,91200737,120.3
2020-11-17 05:00:00+00:00,74348667,119.39
2020-11-18 05:00:00+00:00,76121859,118.03
2020-11-19 05:00:00+00:00,74190872,118.64
2020-11-20 05:00:00+00:00,75214531,117.34
2020-11-23 05:00:00+00:00,127966657,113.85
2020-11-24 05:00:00+00:00,113874911,115.17
2020-11-25 05:00:00+00:00,76499284,116.03
2020-11-27 05:00:00+00:00,46691333,116.59
2020-11-30 05:00:00+00:00,169410731,119.05
2020-12-01 05:00:00+00:00,128174956,122.72
2020-12-02 05:00:00+00:00,89011561,123.08
2020-12-03 05:00:00+00:00,78967851,122.94
2020-12-04 05:00:00+00:00,78265161,122.25
2020-12-07 05:00:00+00:00,86712321,123.75
2020-12-08 05:00:00+00:00,82226271,124.38
2020-12-09 05:00:00+00:00,115090293,121.68
2020-12-10 05:00:00+00:00,81314050,123.24
2020-12-11 05:00:00+00:00,86941761,122.41
2020-12-14 05:00:00+00:00,79876358,121.78
2020-12-15 05:00:00+00:00,157665803,127.88
